time/time_elapsed,custom/stage,time/fps,time/total_timesteps,time/iterations,custom/intervention_type,rollout/ep_len_mean,rollout/ep_rew_mean,train/approx_kl,train/entropy_loss,train/learning_rate,train/clip_fraction,train/explained_variance,train/clip_range,train/policy_gradient_loss,train/loss,train/std,train/n_updates,train/value_loss
9,4,453,5210112,1,"mass",382.96,1.237988,,,,,,,,,,,
29,4,274,5214208,2,"mass",390.78,1.329913,0.08514014,-27.087652598818142,0.00025,0.6293904622395833,0.8459380567073822,0.2,-0.10704437948952546,-0.6553680896759033,4.972108840942383,1755,0.021552158176200466
50,4,241,5218304,3,"mass",389.99,1.4182779,0.08004178,-27.289449595411618,0.00025,0.5946085611979167,0.7997292280197144,0.2,-0.09785881312661028,-0.6536995768547058,5.078149795532227,1770,0.030985713302895117
71,4,228,5222400,4,"mass",403.37,1.4539832,0.059231143,-27.49311130841573,0.00025,0.58009033203125,0.5637713372707367,0.2,-0.09757475631922716,-0.6613448858261108,5.183391571044922,1785,0.020829243610205595
92,4,220,5226496,5,"mass",403.35,1.5279586,0.06567257,-27.696774450937905,0.00025,0.591644287109375,0.7304938733577728,0.2,-0.09336730600868275,-0.6533308029174805,5.29808235168457,1800,0.026484411181687997
113,4,215,5230592,6,"mass",389.36,1.6650788,0.06861426,-27.887552711367608,0.00025,0.6268575032552083,0.7381962239742279,0.2,-0.10322739334369543,-0.6661168336868286,5.423821449279785,1815,0.0304461507005423
134,4,212,5234688,7,"mass",401.61,1.774618,0.056111537,-28.046753232677776,0.00025,0.5258860270182292,0.6722035109996796,0.2,-0.0898338723675503,-0.6537075638771057,5.499228477478027,1830,0.027056066286362087
155,4,210,5238784,8,"mass",404.42,1.7888201,0.05867955,-28.191222191850343,0.00025,0.5509521484375,0.6298104524612427,0.2,-0.09535373838395268,-0.6732474565505981,5.608758926391602,1845,0.020482528589491268
176,4,208,5242880,9,"mass",396.05,1.9569858,0.08038656,-28.40968206425508,0.00025,0.619677734375,0.6866589486598969,0.2,-0.09401808030233952,-0.6696462631225586,5.75014066696167,1860,0.031594096982250144
197,4,207,5246976,10,"mass",391.89,1.8746544,0.060776666,-28.629963874816895,0.00025,0.580548095703125,0.5933312177658081,0.2,-0.09628296360679087,-0.6622481346130371,5.88498592376709,1875,0.04117947665605849
218,4,206,5251072,11,"mass",385.61,1.7686872,0.07632448,-28.890765713651977,0.00025,0.6497914632161458,0.7704833000898361,0.2,-0.10798537303635385,-0.6933912038803101,6.075831413269043,1890,0.025964328728150576
239,4,205,5255168,12,"mass",385.68,1.8010178,0.057130627,-29.050718956192334,0.00025,0.5976603190104167,0.7793407440185547,0.2,-0.10875711768991701,-0.6924744248390198,6.164241790771484,1905,0.027744398081267718
260,4,204,5259264,13,"mass",401.26,1.5698735,0.072767675,-29.255139088630678,0.00025,0.5938120524088542,0.5514776408672333,0.2,-0.09717983759158717,-0.6821575164794922,6.325350284576416,1920,0.03804433955713951
