#{"t_start": 1753223972.0379996, "env_id": null}
r,l,t
3.651686,324,0.738153
2.3782938,501,1.829252
0.41536912,501,2.893044
1.6964433,273,3.510121
1.5915139,46,3.658406
0.5564761,30,3.783572
3.0279586,501,4.861151
1.6101336,501,5.958976
0.0505516,35,6.084459
1.1516235,31,6.202605
-2.595223,501,7.288834
3.0392098,501,8.398456
2.2923603,501,21.139134
0.840303,501,22.248698
-1.9049466,501,23.347986
3.4790528,501,24.406877
0.39180875,32,24.5252
0.60069823,501,25.577441
0.11974189,32,25.696015
2.8899667,501,26.786775
0.21668538,501,27.857205
0.28777108,34,27.979677
-0.013533501,166,28.372586
-0.14609866,501,29.450647
-0.8647192,501,42.187687
4.2010326,408,43.071877
-0.7939267,501,44.208801
5.3820133,501,45.305214
1.4765207,501,46.41301
3.097632,501,47.527127
3.7918866,501,48.647107
2.7340915,501,49.739567
1.923749,501,62.411892
0.8944687,183,62.84965
0.30502844,107,63.124348
1.5449264,87,63.355503
-1.8945471,501,64.481469
0.77264047,66,64.668136
2.4361222,205,65.134012
1.2381376,119,65.436495
1.1654712,37,65.565777
-3.056541,501,66.655776
-3.020379,501,67.752707
0.5241432,31,67.869272
3.479656,288,68.518126
3.2795644,352,69.301052
1.1201987,50,69.457808
0.8000528,41,69.59389
2.6392999,501,70.690122
3.061241,280,71.324559
4.060652,501,84.059633
0.15765788,47,84.209773
0.45034724,34,84.333762
0.87268376,31,84.450839
3.6041086,501,85.538437
-0.1953304,501,86.610084
0.7166815,501,87.707371
-1.9206398,501,88.812271
-0.9479685,501,89.916629
0.06756342,34,90.03964
3.681288,501,91.136569
1.1164827,191,91.582501
-3.169905,501,104.350767
0.6611459,35,104.476872
2.5617478,434,105.412476
0.9554366,67,105.602129
3.6337106,501,106.687164
3.4222884,501,107.756148
1.0786408,501,108.855961
1.8561759,126,109.165624
0.99813545,39,109.298722
2.0521939,501,110.360553
3.1748242,501,111.432587
0.63492453,501,112.529767
-0.51987725,501,125.278801
0.81844985,501,126.337274
1.0996345,34,126.460677
1.8347424,195,126.914126
3.5681574,501,128.00499
1.1795776,70,128.200953
1.6058364,173,128.604342
0.4569208,98,128.8571
0.21843308,30,128.97267
2.5597348,501,130.048782
1.4768349,62,130.227586
3.8246229,501,131.296274
0.11691378,92,131.538452
1.9193361,501,132.609409
2.4080155,501,133.67967
0.90345937,123,145.620895
-0.50711,30,145.73645
4.457959,501,146.816011
0.5762325,58,146.98841
1.1955416,351,147.764449
0.73765576,164,148.161515
1.8165567,95,148.409976
3.6058693,501,149.472217
0.66902256,55,149.638187
1.2476219,50,149.794572
0.5855215,36,149.922137
0.35057425,31,150.040003
3.0360951,501,151.119914
3.7266748,501,152.182621
4.775517,501,153.253128
0.028013885,501,154.333578
1.1306413,33,154.455943
1.1127107,32,154.576267
3.658589,501,167.257785
0.35424343,76,167.468695
0.21810949,57,167.639798
0.31635845,501,168.699031
-0.535709,34,168.821801
3.9597604,501,169.887993
3.9768562,483,170.934829
2.0065427,501,172.012344
2.3570597,501,173.09932
-3.681794,501,174.234646
0.013045635,36,174.363616
-5.8946433,501,175.484934
0.9970472,214,187.494558
1.1947533,52,187.654586
1.4304732,299,188.335136
3.3998082,501,189.415114
1.0523794,39,189.549289
0.27695692,33,189.670724
0.9582068,34,189.793609
3.6777031,501,190.866324
1.4620128,501,191.958404
0.5283613,501,193.028161
0.1685745,27,193.137016
-5.6976037,501,194.25141
2.215919,313,194.94632
-2.3734305,501,196.004265
4.368034,501,208.728086
0.5519454,75,208.938395
2.2083719,501,210.02402
-0.38682532,31,210.140673
3.6340287,501,211.216407
-0.7258131,501,212.30348
-3.5927215,501,213.413756
0.3631338,51,213.575082
1.1066034,501,214.66433
-1.5505562,501,215.734519
3.936875,501,216.812596
1.3763822,41,228.495523
-1.1881465,501,229.583089
5.921114,455,230.55545
0.79460347,33,230.675003
-1.1272757,501,231.728586
-3.3960078,501,232.82779
-0.98954207,501,233.901644
1.753165,501,234.955579
4.925798,501,236.022659
1.027823,37,236.152524
3.1515236,501,237.229985
2.4474587,221,249.395448
1.1195675,118,249.688465
-1.2023793,501,250.754967
1.9082513,501,251.841526
0.29438448,501,252.930561
4.0895133,501,254.022365
1.2834257,124,254.337873
3.7939117,501,255.42604
1.5873809,501,256.517677
0.78373295,68,256.709152
2.4074004,501,257.774178
0.20556417,49,257.929641
