rollout/ep_len_mean,time/total_timesteps,time/fps,time/time_elapsed,time/iterations,rollout/ep_rew_mean,custom/intervention_type,custom/stage,train/value_loss,train/clip_fraction,train/std,train/policy_gradient_loss,train/explained_variance,train/clip_range,train/entropy_loss,train/learning_rate,train/loss,train/n_updates,train/approx_kl
415.88,5103616,360,11,1,0.3969346,"goal",2,,,,,,,,,,,
417.99,5107712,220,37,2,0.28917608,"goal",2,0.04905480773983679,0.504742431640625,3.1148598194122314,-0.07937733525250223,0.28971630334854126,0.2,-22.902201855182646,0.00025,-0.5431610941886902,1365,0.061182212
408.81,5111808,195,63,3,0.33415973,"goal",2,0.06357095056446269,0.553900146484375,3.150923490524292,-0.09399181480427311,0.7492354512214661,0.2,-23.077852592865625,0.00025,-0.5565479397773743,1380,0.05864402
413.43,5115904,184,88,4,0.3735651,"goal",2,0.03843749509493743,0.5579294840494792,3.2326862812042236,-0.09603800619734101,0.5413311719894409,0.2,-23.2634020725886,0.00025,-0.5637043714523315,1395,0.061519615
420.04,5120000,178,114,5,0.36507452,"goal",2,0.02958785927282103,0.5814066569010417,3.287837266921997,-0.1083235050663158,0.7648181021213531,0.2,-23.42802714506785,0.00025,-0.5882591605186462,1410,0.06903721
427.37,5124096,175,140,6,0.5578365,"goal",2,0.03501050773726699,0.5159525553385417,3.357560396194458,-0.0848174887476489,0.6128137409687042,0.2,-23.625965712467828,0.00025,-0.5580256581306458,1425,0.05494418
427.05,5128192,172,165,7,0.5436659,"goal",2,0.02394188864273019,0.5850626627604166,3.411536693572998,-0.10598388821817935,0.620849609375,0.2,-23.773255379994712,0.00025,-0.5957650542259216,1440,0.063242465
427.05,5132288,171,191,8,0.53429615,"goal",2,0.024961256747095224,0.5641133626302083,3.441215753555298,-0.09981931399136859,0.6025018393993378,0.2,-23.86041709880034,0.00025,-0.5813276171684265,1455,0.057954147
427.05,5136384,169,217,9,0.54643905,"goal",2,0.02902604298578808,0.5487223307291667,3.481090784072876,-0.09760401645811119,0.6182720065116882,0.2,-23.98075687686602,0.00025,-0.5784969329833984,1470,0.058193997
436.18,5140480,168,243,10,0.46750984,"goal",2,0.028409587241670427,0.562921142578125,3.5204246044158936,-0.09538750303375612,0.6773848235607147,0.2,-24.069615239898365,0.00025,-0.5820954442024231,1485,0.062856674
434.07,5144576,167,268,11,0.43601906,"goal",2,0.04785352262600403,0.5827524820963542,3.59419846534729,-0.09312032466065527,0.6322582364082336,0.2,-24.203255281845728,0.00025,-0.5911178588867188,1500,0.09021088
448.3,5148672,167,294,12,0.38700625,"goal",2,0.025294043728596685,0.587384033203125,3.658787250518799,-0.10024346047212021,0.7314826250076294,0.2,-24.397157871723174,0.00025,-0.5823203325271606,1515,0.06617496
453.87,5152768,166,319,13,0.36103886,"goal",2,0.04346344946631386,0.577978515625,3.6895370483398438,-0.10518614512305552,0.7127809524536133,0.2,-24.48485336502393,0.00025,-0.603652834892273,1530,0.06540938
