rollout/ep_len_mean,time/total_timesteps,time/fps,time/time_elapsed,time/iterations,rollout/ep_rew_mean,custom/intervention_type,custom/stage,train/value_loss,train/clip_fraction,train/std,train/policy_gradient_loss,train/explained_variance,train/clip_range,train/entropy_loss,train/learning_rate,train/loss,train/n_updates,train/approx_kl
474.41,5369856,330,12,1,0.025601618,"angle",7,,,,,,,,,,,
469.83,5373952,211,38,2,-0.12883401,"angle",7,0.07878573795120852,0.5948781331380208,9.14542293548584,-0.09909341892731997,0.3613804578781128,0.2,-32.60955177148183,0.00025,-0.744770348072052,2340,0.06707357
466.53,5378048,187,65,3,-0.31085688,"angle",7,0.06878104806528426,0.508599853515625,9.207524299621582,-0.10022329873463605,0.5122489035129547,0.2,-32.69992693861325,0.00025,-0.758412778377533,2355,0.057925772
470.47,5382144,177,92,4,-0.34370276,"angle",7,0.043274838681099936,0.6146219889322917,9.35244369506836,-0.11872605016154315,0.7020317018032074,0.2,-32.80302891929944,0.00025,-0.787570059299469,2370,0.07420157
470.47,5386240,171,119,5,-0.5316128,"angle",7,0.043047093901744424,0.5313181559244792,9.45511245727539,-0.1001001471641454,0.6250400543212891,0.2,-32.906029186646144,0.00025,-0.7609413266181946,2385,0.05921593
473.29,5390336,168,145,6,-0.44202897,"angle",7,0.032707458247993294,0.5665242513020833,9.579636573791504,-0.10010554348797693,0.6800467073917389,0.2,-33.01192388335864,0.00025,-0.7689217329025269,2400,0.06653179
461.77,5394432,166,172,7,-0.81359076,"angle",7,0.037975499140156896,0.5722056070963542,9.81937313079834,-0.1002915484200154,0.3925809860229492,0.2,-33.22002819577853,0.00025,-0.7686634659767151,2415,0.06606625
461.57,5398528,167,195,8,-1.0463507,"angle",7,0.044613680668408054,0.5864878336588542,9.967533111572266,-0.10924620509079735,0.5896149575710297,0.2,-33.3749731640021,0.00025,-0.7775158286094666,2430,0.07089077
461.75,5402624,169,217,9,-1.3526883,"angle",7,0.045771742892975455,0.6048055013020833,10.1311616897583,-0.10607465637779873,0.6906493306159973,0.2,-33.50471818645795,0.00025,-0.7733893990516663,2445,0.07173553
455.23,5406720,170,239,10,-1.430226,"angle",7,0.029859990574671733,0.5396280924479167,10.217828750610352,-0.10358053266560698,0.55385622382164,0.2,-33.60594039956729,0.00025,-0.7884784936904907,2460,0.06416728
443.82,5410816,172,261,11,-1.6799394,"angle",7,0.03550995686916091,0.59444580078125,10.433907508850098,-0.10695589666987265,0.7871599793434143,0.2,-33.77043080528577,0.00025,-0.7821661233901978,2475,0.06407873
448.21,5414912,173,282,12,-1.6739631,"angle",7,0.039258024597074836,0.5993581136067708,10.619205474853516,-0.1055846178525826,0.8136321157217026,0.2,-33.9376903851827,0.00025,-0.7883107662200928,2490,0.06111142
447.23,5419008,174,304,13,-1.7073104,"angle",7,0.029854791908777163,0.5764628092447917,10.840903282165527,-0.10556264677021925,0.7042639851570129,0.2,-34.12616969148318,0.00025,-0.7991929650306702,2505,0.05981959
