custom/intervention_type,custom/stage,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,time/iterations,time/fps,train/approx_kl,train/learning_rate,train/clip_fraction,train/entropy_loss,train/value_loss,train/loss,train/policy_gradient_loss,train/explained_variance,train/clip_range,train/std,train/n_updates
"friction",5,5263360,0.9013826,452.4,10,1,392,,,,,,,,,,,
"friction",5,5267456,0.80144674,444.03,36,2,222,0.066367045,0.00025,0.5982981363932292,-29.103236466646194,0.023368593249081946,-0.6908122301101685,-0.10579990342715367,0.5814081132411957,0.2,6.2049736976623535,1950
"friction",5,5271552,0.76763064,439.5,63,3,194,0.07217049,0.00025,0.5712544759114583,-29.204661761720974,0.028406029955658597,-0.6946839690208435,-0.1037143976476121,0.5714653432369232,0.2,6.259802341461182,1965
"friction",5,5275648,0.6508786,442.47,89,4,182,0.07024377,0.00025,0.5861338297526042,-29.271760145823162,0.018335855281475234,-0.7122383117675781,-0.11104858353743717,0.7829668968915939,0.2,6.340217590332031,1980
"friction",5,5279744,0.53099775,444.4,115,5,176,0.073799044,0.00025,0.5686472574869792,-29.414709011713665,0.016916860730270857,-0.6911572217941284,-0.0956102436107661,0.35839831829071045,0.2,6.436546802520752,1995
"friction",5,5283840,0.33955997,441.31,138,6,176,0.0883026,0.00025,0.6268697102864583,-29.55652529001236,0.026997317513936043,-0.7037205100059509,-0.11095867294352502,0.6979464888572693,0.2,6.552938938140869,2010
"friction",5,5287936,0.4331018,436.08,165,7,173,0.074537806,0.00025,0.5880615234375,-29.668474734822908,0.03780356402130565,-0.7140782475471497,-0.108264489355012,0.6598360538482666,0.2,6.619788646697998,2025
"friction",5,5292032,0.40884468,437.73,191,8,170,0.078930356,0.00025,0.561834716796875,-29.848902373512587,0.025557767995633186,-0.7121501564979553,-0.10107789373529764,0.4264618158340454,0.2,6.784278869628906,2040
"friction",5,5296128,0.3999261,429.14,217,9,169,0.070915215,0.00025,0.5941029866536458,-30.00136359333992,0.035430345969022406,-0.7059842944145203,-0.10296159666031598,0.5978934466838837,0.2,6.883815288543701,2055
"friction",5,5300224,0.44562083,429.92,243,10,168,0.071014255,0.00025,0.6053629557291667,-30.190288085738818,0.02676066950613555,-0.7138379812240601,-0.10983473317464813,0.5714119374752045,0.2,7.020883560180664,2070
"friction",5,5304320,0.3583945,432.76,269,11,166,0.0635335,0.00025,0.5447489420572916,-30.323722350597382,0.02092669381915281,-0.7193658947944641,-0.10329885292497541,0.7759965658187866,0.2,7.111514568328857,2085
"friction",5,5308416,0.36388165,436.98,296,12,165,0.066195056,0.00025,0.589825439453125,-30.43463477194309,0.025334638719505163,-0.720853865146637,-0.1093477915837866,0.6661178171634674,0.2,7.205896854400635,2100
"friction",5,5312512,0.29527202,433.41,322,13,165,0.081040464,0.00025,0.6170908610026041,-30.60120586454868,0.030872737585256497,-0.718695878982544,-0.10828820770984748,0.7769263535737991,0.2,7.35882568359375,2115
