#{"t_start": 1751672080.089318, "env_id": null}
r,l,t
1.6462904,251,4.466716
1.7015043,251,4.466897
1.5629432,251,4.466932
1.2221912,251,4.466961
1.6987991,251,4.466989
1.6848537,251,4.467015
1.7494602,251,4.467043
2.111517,251,4.46707
1.7599175,251,4.467098
2.1281788,251,4.467126
1.7231268,251,4.467158
1.6242929,251,4.467197
1.817714,251,4.46723
1.7355956,251,4.467258
1.620167,251,4.467284
1.648202,251,4.46731
1.7057277,251,8.104064
1.7260759,251,8.104219
2.327083,251,8.104247
1.780336,251,8.104269
1.5874714,251,8.10429
1.4839295,251,8.104311
1.4504259,251,8.104331
1.7327012,251,8.104352
1.6653743,251,8.104374
1.7069613,251,8.104395
2.3850281,251,8.104417
2.3495767,251,8.104438
1.7347198,251,8.104458
1.6527603,251,8.10448
1.7298266,251,8.1045
1.6515547,251,8.10452
1.6769481,251,12.149879
2.199114,251,12.150161
1.7591416,251,12.150203
1.7017308,251,12.150233
1.7363124,251,12.15026
1.429037,251,12.150286
1.729062,251,12.150325
1.670692,251,12.150352
1.6960603,251,12.150379
1.6378895,251,12.150409
1.7604986,251,12.150443
1.7806965,251,12.150473
1.6313854,251,12.150499
1.8016447,251,12.150531
1.8023559,251,12.150559
1.4269782,251,12.15059
1.3940356,251,16.311529
1.7277534,251,16.312007
1.6235038,251,16.312038
1.7165668,251,16.312061
1.7261972,251,16.312083
1.7042862,251,16.312104
1.8184825,251,16.312126
1.7187083,251,16.312147
1.677558,251,16.312169
1.7532516,251,16.31219
1.4760299,251,16.312211
1.7257317,251,16.312235
1.6639833,251,16.31226
1.6918274,251,16.312291
2.3146515,251,16.312312
1.4568746,251,16.31233
1.7002257,251,20.007964
1.2866323,251,20.008323
1.7241971,251,20.008371
1.7044846,251,20.008404
1.6653997,251,20.008436
0.8012409,251,20.008469
1.9865202,251,20.008499
1.7597272,251,20.008531
1.5612339,251,20.008563
1.8727322,251,20.008594
1.7195363,251,20.008625
1.7615345,251,20.008657
2.0453115,251,20.008688
1.7512293,251,20.008725
1.6726536,251,20.008758
1.5071551,251,20.008789
1.7002261,251,23.783382
2.0021617,251,23.783608
1.7299527,251,23.783631
1.8006071,251,23.783649
1.6484884,251,23.783665
1.5539078,251,23.783683
1.7116673,251,23.783698
1.698766,251,23.783714
2.3976173,251,23.78373
1.6382391,251,23.783746
1.4709189,251,23.783762
1.7977308,251,23.783779
1.7177235,251,23.783797
1.254918,251,23.783816
1.7515938,251,23.783834
1.7103804,251,23.783853
1.7086942,251,27.633151
1.7542799,251,27.633415
1.5572656,251,27.633448
1.8561772,251,27.633472
1.6732209,251,27.633496
1.7620189,251,27.633518
