mean_episode_length,total_timesteps,frames_per_second,elapsed_time,iteration,mean_episode_reward,intervention_type,stage,value_loss,clip_fraction,policy_std,policy_gradient_loss,explained_variance,clip_range,entropy_loss,learning_rate,policy_loss,num_updates,approx_kl_divergence,stage,intervention_type
474.41,5369856,330,12,1,0.025601618,angle,7,,,,,,,,,,,,7,angle
469.83,5373952,211,38,2,-0.12883401,angle,7,0.0787857379512085,0.5948781331380208,9.14542293548584,-0.0990934189273199,0.3613804578781128,0.2,-32.60955177148183,0.00025,-0.744770348072052,2340.0,0.06707357,7,angle
466.53,5378048,187,65,3,-0.31085688,angle,7,0.0687810480652842,0.508599853515625,9.207524299621582,-0.100223298734636,0.5122489035129547,0.2,-32.69992693861325,0.00025,-0.758412778377533,2355.0,0.057925772,7,angle
470.47,5382144,177,92,4,-0.34370276,angle,7,0.0432748386810999,0.6146219889322917,9.35244369506836,-0.1187260501615431,0.7020317018032074,0.2,-32.80302891929944,0.00025,-0.787570059299469,2370.0,0.07420157,7,angle
470.47,5386240,171,119,5,-0.5316128,angle,7,0.0430470939017444,0.5313181559244792,9.45511245727539,-0.1001001471641454,0.6250400543212891,0.2,-32.906029186646144,0.00025,-0.7609413266181946,2385.0,0.05921593,7,angle
473.29,5390336,168,145,6,-0.44202897,angle,7,0.0327074582479932,0.5665242513020833,9.579636573791504,-0.1001055434879769,0.6800467073917389,0.2,-33.01192388335864,0.00025,-0.7689217329025269,2400.0,0.06653179,7,angle
461.77,5394432,166,172,7,-0.81359076,angle,7,0.0379754991401568,0.5722056070963542,9.81937313079834,-0.1002915484200154,0.3925809860229492,0.2,-33.22002819577853,0.00025,-0.7686634659767151,2415.0,0.06606625,7,angle
461.57,5398528,167,195,8,-1.0463507,angle,7,0.044613680668408,0.5864878336588542,9.967533111572266,-0.1092462050907973,0.5896149575710297,0.2,-33.3749731640021,0.00025,-0.7775158286094666,2430.0,0.07089077,7,angle
461.75,5402624,169,217,9,-1.3526883,angle,7,0.0457717428929754,0.6048055013020833,10.1311616897583,-0.1060746563777987,0.6906493306159973,0.2,-33.50471818645795,0.00025,-0.7733893990516663,2445.0,0.07173553,7,angle
455.23,5406720,170,239,10,-1.430226,angle,7,0.0298599905746717,0.5396280924479167,10.217828750610352,-0.1035805326656069,0.55385622382164,0.2,-33.60594039956729,0.00025,-0.7884784936904907,2460.0,0.06416728,7,angle
443.82,5410816,172,261,11,-1.6799394,angle,7,0.0355099568691609,0.59444580078125,10.433907508850098,-0.1069558966698726,0.7871599793434143,0.2,-33.77043080528577,0.00025,-0.7821661233901978,2475.0,0.06407873,7,angle
448.21,5414912,173,282,12,-1.6739631,angle,7,0.0392580245970748,0.5993581136067708,10.619205474853516,-0.1055846178525826,0.8136321157217026,0.2,-33.9376903851827,0.00025,-0.7883107662200928,2490.0,0.06111142,7,angle
447.23,5419008,174,304,13,-1.7073104,angle,7,0.0298547919087771,0.5764628092447917,10.840903282165527,-0.1055626467702192,0.7042639851570129,0.2,-34.12616969148318,0.00025,-0.7991929650306702,2505.0,0.05981959,7,angle
448.52,5316608,373,10,1,1.0554414,random,6,,,,,,,,,,,,6,random
448.52,5320704,216,37,2,0.9623079,random,6,0.0478412709043671,0.6478444417317708,6.958479404449463,-0.0962516410914152,0.3930984139442444,0.2,-30.116807184616725,0.00025,-0.7058677673339844,2145.0,0.09404705,6,random
447.81,5324800,191,64,3,1.0005193,random,6,0.0369793260319662,0.6477752685546875,7.079911231994629,-0.1165426310840606,0.6236374974250793,0.2,-30.31197715799014,0.00025,-0.7324073910713196,2160.0,0.084431574,6,random
454.95,5328896,180,90,4,0.90255415,random,6,0.0535575081439067,0.6338205973307292,7.160166263580322,-0.1204699802253647,0.7055596709251404,0.2,-30.430895966291427,0.00025,-0.7362262010574341,2175.0,0.06994301,6,random
459.88,5332992,174,117,5,0.79155844,random,6,0.070136081049956,0.6375111897786458,7.404397010803223,-0.0998760892805876,0.4618680477142334,0.2,-30.657378247380255,0.00025,-0.7178443074226379,2190.0,0.09658137,6,random
471.99,5337088,171,143,6,0.6575132,random,6,0.0456347346611437,0.6191233317057292,7.547175884246826,-0.1050122789163045,0.5733376145362854,0.2,-30.88256702125073,0.00025,-0.7297636866569519,2205.0,0.09640925,6,random
480.83,5341184,168,170,7,0.43560544,random,6,0.04548919883091,0.648486328125,7.755988121032715,-0.114882144088915,0.7645814418792725,0.2,-31.102886508901918,0.00025,-0.7465678453445435,2220.0,0.08139522,6,random
477.69,5345280,166,196,8,0.47088587,random,6,0.1153318611701252,0.5771952311197917,7.92330265045166,-0.079596371834729,0.442256212234497,0.2,-31.30751122434934,0.00025,-0.6979120969772339,2235.0,0.06734481,6,random
477.69,5349376,165,223,9,0.5539419,random,6,0.1194313950138166,0.6319986979166666,8.17716121673584,-0.1038557048773024,0.6161994934082031,0.2,-31.568211821715035,0.00025,-0.7248554229736328,2250.0,0.08693783,6,random
482.05,5353472,163,249,10,0.5564835,random,6,0.0758126080996589,0.60523681640625,8.288090705871582,-0.1068864672898295,0.640979528427124,0.2,-31.75235266983509,0.00025,-0.7493526339530945,2265.0,0.06642385,6,random
482.53,5357568,163,276,11,0.46119514,random,6,0.0609334447450237,0.6281219482421875,8.474921226501465,-0.1095310203027717,0.530310332775116,0.2,-31.93069726228714,0.00025,-0.746444582939148,2280.0,0.06545281,6,random
482.53,5361664,162,303,12,0.27962506,random,6,0.0304384054426918,0.6337544759114583,8.61996078491211,-0.1113715377667783,0.7443539202213287,0.2,-32.07483615875244,0.00025,-0.7656161785125732,2295.0,0.07186881,6,random
482.53,5365760,160,330,13,0.21994595,random,6,0.087274355366632,0.576739501953125,8.809399604797363,-0.077261726885384,0.681544691324234,0.2,-32.28089230855306,0.00025,-0.7229068279266357,2310.0,0.15107425,6,random
415.88,5103616,360,11,1,0.3969346,goal,2,,,,,,,,,,,,2,goal
417.99,5107712,220,37,2,0.28917608,goal,2,0.0490548077398367,0.504742431640625,3.1148598194122314,-0.0793773352525022,0.2897163033485412,0.2,-22.902201855182646,0.00025,-0.5431610941886902,1365.0,0.061182212,2,goal
408.81,5111808,195,63,3,0.33415973,goal,2,0.0635709505644626,0.553900146484375,3.150923490524292,-0.0939918148042731,0.7492354512214661,0.2,-23.077852592865625,0.00025,-0.5565479397773743,1380.0,0.05864402,2,goal
413.43,5115904,184,88,4,0.3735651,goal,2,0.0384374950949374,0.5579294840494792,3.232686281204224,-0.096038006197341,0.5413311719894409,0.2,-23.2634020725886,0.00025,-0.5637043714523315,1395.0,0.061519615,2,goal
420.04,5120000,178,114,5,0.36507452,goal,2,0.029587859272821,0.5814066569010417,3.287837266921997,-0.1083235050663158,0.7648181021213531,0.2,-23.42802714506785,0.00025,-0.5882591605186462,1410.0,0.06903721,2,goal
427.37,5124096,175,140,6,0.5578365,goal,2,0.0350105077372669,0.5159525553385417,3.357560396194458,-0.0848174887476489,0.6128137409687042,0.2,-23.625965712467828,0.00025,-0.5580256581306458,1425.0,0.05494418,2,goal
427.05,5128192,172,165,7,0.5436659,goal,2,0.0239418886427301,0.5850626627604166,3.411536693572998,-0.1059838882181793,0.620849609375,0.2,-23.773255379994712,0.00025,-0.5957650542259216,1440.0,0.063242465,2,goal
427.05,5132288,171,191,8,0.53429615,goal,2,0.0249612567470952,0.5641133626302083,3.441215753555298,-0.0998193139913685,0.6025018393993378,0.2,-23.86041709880034,0.00025,-0.5813276171684265,1455.0,0.057954147,2,goal
427.05,5136384,169,217,9,0.54643905,goal,2,0.029026042985788,0.5487223307291667,3.481090784072876,-0.0976040164581111,0.6182720065116882,0.2,-23.98075687686602,0.00025,-0.5784969329833984,1470.0,0.058193997,2,goal
436.18,5140480,168,243,10,0.46750984,goal,2,0.0284095872416704,0.562921142578125,3.5204246044158936,-0.0953875030337561,0.6773848235607147,0.2,-24.069615239898365,0.00025,-0.5820954442024231,1485.0,0.062856674,2,goal
434.07,5144576,167,268,11,0.43601906,goal,2,0.047853522626004,0.5827524820963542,3.59419846534729,-0.0931203246606552,0.6322582364082336,0.2,-24.203255281845728,0.00025,-0.5911178588867188,1500.0,0.09021088,2,goal
448.3,5148672,167,294,12,0.38700625,goal,2,0.0252940437285966,0.587384033203125,3.658787250518799,-0.1002434604721202,0.7314826250076294,0.2,-24.397157871723174,0.00025,-0.5823203325271606,1515.0,0.06617496,2,goal
453.87,5152768,166,319,13,0.36103886,goal,2,0.0434634494663138,0.577978515625,3.689537048339844,-0.1051861451230555,0.7127809524536133,0.2,-24.48485336502393,0.00025,-0.603652834892273,1530.0,0.06540938,2,goal
420.36,5210112,394,10,1,1.0558066,visual,4,,,,,,,,,,,,4,visual
425.89,5214208,225,36,2,1.4199333,visual,4,0.0234011843325182,0.5730499267578125,4.570104598999023,-0.1043903517585325,0.7666555792093277,0.2,-26.404527196288107,0.00025,-0.6369455456733704,1755.0,0.05747547,4,visual
418.88,5218304,196,62,3,1.7168982,visual,4,0.0175111651769839,0.5523122151692709,4.65142822265625,-0.1044714992322648,0.7376053035259247,0.2,-26.554607750972117,0.00025,-0.6482258439064026,1770.0,0.055872932,4,visual
419.28,5222400,184,88,4,1.6230046,visual,4,0.0245314285605369,0.5977335611979167,4.707245826721191,-0.1091431125523134,0.7434172034263611,0.2,-26.68101793328921,0.00025,-0.6543704867362976,1785.0,0.065835536,4,visual
419.51,5226496,178,115,5,1.5701321,visual,4,0.0323774037271505,0.6069447835286458,4.763327598571777,-0.1122282710062184,0.5381646454334259,0.2,-26.784323767820997,0.00025,-0.6525254845619202,1800.0,0.07035513,4,visual
419.98,5230592,174,141,6,1.5719252,visual,4,0.0311318638239754,0.5702158610026041,4.858982563018799,-0.0989152118556376,0.4873723983764648,0.2,-26.94592238366604,0.00025,-0.6373785734176636,1815.0,0.06569154,4,visual
424.28,5234688,171,167,7,1.4507397,visual,4,0.0355932429753011,0.5746409098307291,4.943685531616211,-0.0970389351159004,0.6481483578681946,0.2,-27.08523577749729,0.00025,-0.645318329334259,1830.0,0.07096426,4,visual
426.7,5238784,168,193,8,1.3543361,visual,4,0.032763499689463,0.5902313232421875,5.009537220001221,-0.1025780564697925,0.7105061411857605,0.2,-27.231326332688333,0.00025,-0.6581612229347229,1845.0,0.07382937,4,visual
436.38,5242880,167,220,9,1.2011081,visual,4,0.0792779482658564,0.5735015869140625,5.0731048583984375,-0.0937795187118657,0.8447656631469727,0.2,-27.339824178814887,0.00025,-0.6272218227386475,1860.0,1.0249466,4,visual
438.31,5246976,166,246,10,1.2431188,visual,4,0.0252853921672794,0.5907928466796875,5.097311973571777,-0.1057029728860167,0.6476531028747559,0.2,-27.401502521832786,0.00025,-0.6613456606864929,1875.0,0.0698849,4,visual
442.48,5251072,165,273,11,1.1637572,visual,4,0.0197072096988752,0.5232126871744792,5.167690277099609,-0.0895213493160554,0.8134604096412659,0.2,-27.507031163573263,0.00025,-0.6384922862052917,1890.0,0.060608678,4,visual
446.78,5255168,164,299,12,1.0358367,visual,4,0.030090774820322,0.5691680908203125,5.284834384918213,-0.0940729410280861,0.6384822130203247,0.2,-27.70648879309495,0.00025,-0.6486615538597107,1905.0,0.06081552,4,visual
448.14,5259264,163,325,13,0.6572901,visual,4,0.0295474164386784,0.583282470703125,5.370838165283203,-0.094129108232543,0.6651768982410431,0.2,-27.856859302520757,0.00025,-0.6560384631156921,1920.0,0.1663395,4,visual
271.0,5050368,450,9,1,2.0878954,position,1,,,,,,,,,,,,1,position
291.0,5054464,278,29,2,1.9734801,position,1,0.0393704043594577,0.4699971516927083,2.6663029193878174,-0.1040263501245741,0.2906455397605896,0.2,-21.5947795043389,0.00025,-0.541191041469574,1170.0,0.0401469,1,position
309.47,5058560,240,51,3,1.8371407,position,1,0.0201375887025884,0.4100992838541666,2.679775714874268,-0.0911837903913692,0.692165344953537,0.2,-21.63715334633986,0.00025,-0.5402143001556396,1185.0,0.034930468,1,position
326.5,5062656,214,76,4,1.6279645,position,1,0.0324303968334182,0.4850779215494791,2.689037084579468,-0.0974061581660256,0.7205636203289032,0.2,-21.6803017059962,0.00025,-0.5391430258750916,1200.0,0.049144126,1,position
340.7,5066752,200,102,5,1.571489,position,1,0.0230221175996121,0.5325836181640625,2.7161481380462646,-0.1043114350548421,0.7565003335475922,0.2,-21.75516058504581,0.00025,-0.5422031879425049,1215.0,0.050444067,1,position
357.34,5070848,192,127,6,1.3283279,position,1,0.027301178748894,0.549090576171875,2.748010396957397,-0.1063700778048466,0.7664617151021957,0.2,-21.84706970353921,0.00025,-0.5522448420524597,1230.0,0.04885757,1,position
373.44,5074944,187,153,7,1.0800767,position,1,0.0286522022860784,0.5441782633463542,2.787325620651245,-0.0982438163632953,0.68019238114357,0.2,-21.984866500894228,0.00025,-0.5426696538925171,1245.0,0.057574432,1,position
386.64,5079040,183,178,8,0.8310188,position,1,0.0220643912645755,0.5227671305338542,2.8061892986297607,-0.1078342930976456,0.7078715860843658,0.2,-22.041278542081518,0.00025,-0.5642811059951782,1260.0,0.053584762,1,position
404.28,5083136,180,204,9,0.68691653,position,1,0.0312934321196128,0.5750508626302083,2.8439478874206543,-0.1014064372798505,0.768910601735115,0.2,-22.163527596990267,0.00025,-0.5563766360282898,1275.0,0.062339216,1,position
422.19,5087232,178,229,10,0.522346,position,1,0.0220968206029889,0.4750844319661458,2.8866474628448486,-0.0848121206060265,0.7120194137096405,0.2,-22.287300912539163,0.00025,-0.537899911403656,1290.0,0.043243915,1,position
437.19,5091328,176,255,11,0.5025188,position,1,0.02629733789848,0.5661966959635417,2.915947437286377,-0.1002068323883577,0.7501057684421539,0.2,-22.391679269075397,0.00025,-0.5635698437690735,1305.0,0.1379883,1,position
423.27,5095424,174,280,12,0.35186508,position,1,0.0253143276306218,0.509375,2.9513111114501958,-0.0947567443324563,0.7914723008871078,0.2,-22.48201158642769,0.00025,-0.5509722828865051,1320.0,0.04943686,1,position
420.61,5099520,173,306,13,0.3004955,position,1,0.0275715080085016,0.5480092366536459,2.981203317642212,-0.0980928610675619,0.7214273512363434,0.2,-22.586392763257027,0.00025,-0.556753396987915,1335.0,0.05969446,1,position
449.75,5156864,400,10,1,0.38877434,friction,3,,,,,,,,,,,,3,friction
456.91,5160960,226,36,2,0.3499577,friction,3,0.0289509703279084,0.5895782470703125,3.751779317855835,-0.1076661822745033,0.4178693890571594,0.2,-24.659581158558527,0.00025,-0.6020371317863464,1560.0,0.0749436,3,friction
461.75,5165056,197,62,3,0.27580306,friction,3,0.0382444604610403,0.568341064453125,3.780309438705444,-0.1084525629312944,0.4864251613616943,0.2,-24.71277332305908,0.00025,-0.605850100517273,1575.0,0.09111278,3,friction
458.24,5169152,185,88,4,0.10096409,friction,3,0.0392150514535993,0.5712626139322917,3.80688214302063,-0.0999382517172004,0.6240334808826447,0.2,-24.775250775615373,0.00025,-0.5963985919952393,1590.0,0.08122644,3,friction
456.15,5173248,179,114,5,0.021408781,friction,3,0.0548829743328193,0.562164306640625,3.882592916488648,-0.0933280539315698,0.3960769772529602,0.2,-24.93020706276099,0.00025,-0.5908917784690857,1605.0,0.07245309,3,friction
456.67,5177344,175,140,6,-0.033000927,friction,3,0.0372606935207538,0.549053955078125,3.9592437744140634,-0.0890133840415122,0.632255882024765,0.2,-25.088953214883805,0.00025,-0.5997839570045471,1620.0,0.063181095,3,friction
453.75,5181440,172,166,7,0.07882681,friction,3,0.0286792981346176,0.5619069417317708,4.029351234436035,-0.0961593420402399,0.7850744724273682,0.2,-25.2584814141194,0.00025,-0.6125695705413818,1635.0,0.06849599,3,friction
446.51,5185536,170,192,8,0.18116924,friction,3,0.0396551423909841,0.5075642903645833,4.093409061431885,-0.0937499080828274,0.8606066852807999,0.2,-25.40124013125897,0.00025,-0.6057507395744324,1650.0,0.05110605,3,friction
451.28,5189632,169,217,9,0.2788311,friction,3,0.0353463225648738,0.5557078043619792,4.163339614868164,-0.0890875386338545,0.6778025329113007,0.2,-25.5663809388876,0.00025,-0.6013109683990479,1665.0,0.07824188,3,friction
442.38,5193728,168,243,10,0.4134494,friction,3,0.0223256699745737,0.5337249755859375,4.223150730133057,-0.0963347196593531,0.8214744627475739,0.2,-25.699659381310145,0.00025,-0.6155422925949097,1680.0,0.060770694,3,friction
432.66,5197824,167,269,11,0.5511526,friction,3,0.0249568953984028,0.5220011393229167,4.29771614074707,-0.0937413080498421,0.8155822306871414,0.2,-25.85135312179724,0.00025,-0.6177759170532227,1695.0,0.05360013,3,friction
436.55,5201920,166,295,12,0.7830318,friction,3,0.025431203712651,0.5552083333333333,4.342579364776611,-0.1004238609767829,0.6934593617916107,0.2,-25.9455075720946,0.00025,-0.6290134787559509,1710.0,0.068506524,3,friction
430.0,5206016,165,321,13,0.7640263,friction,3,0.0239492996979,0.5281087239583333,4.395008563995361,-0.0939465430366302,0.8501231223344803,0.2,-26.056529570619265,0.00025,-0.6212258338928223,1725.0,0.55089855,3,friction
